id,score
1500,-5.5814443
1501,-3.3478868
1502,7.781344
1503,-5.2429094
1504,-7.500693
1505,-6.889028
1506,5.4022965
1507,-5.481561
1508,-8.697389
1509,-4.2699633
1510,-6.4577518
1511,-7.105865
1512,-6.5795045
1513,19.546515
1514,-5.4034023
1515,-5.7591214
1516,-4.549024
1517,4.8426437
1518,7.714862
1519,-5.912932
1520,-2.5085943
1521,-7.1936336
1522,-6.276593
1523,-4.20669
1524,-4.921075
1525,-5.6808867
1526,6.6886487
1527,-3.2729418
1528,11.0220175
1529,-3.9106627
1530,-5.0521693
1531,-5.748793
1532,-3.1458235
1533,-4.5966854
1534,5.6509795
1535,-6.9672775
1536,7.794609
1537,-7.9088
1538,9.69943
1539,-5.4319887
1540,9.759377
1541,-7.517462
1542,3.7097306
1543,8.720967
1544,-4.135291
1545,-2.9653301
1546,-8.105069
1547,-4.595885
1548,5.3299103
1549,-5.300589
1550,7.815258
1551,9.349434
1552,-5.096022
1553,5.1586256
1554,-6.4024935
1555,-5.2009177
1556,9.595725
1557,-4.7802577
1558,-6.242925
1559,-4.4119225
1560,5.265492
1561,-6.0619116
1562,-8.04491
1563,-2.0049238
1564,11.557521
1565,-5.3928466
1566,-4.824676
1567,-4.9704328
1568,-6.022948
1569,-5.685006
1570,-4.8937974
1571,9.034921
1572,-5.2521386
1573,-4.588533
1574,6.1773
1575,9.710162
1576,-5.3664994
1577,-4.434005
1578,-5.7205005
1579,-4.412004
1580,-4.3275914
1581,-0.38204712
1582,-4.3350005
1583,-5.789355
1584,6.8380027
1585,-6.18539
1586,-6.7800083
1587,-6.2425895
1588,-6.8089266
1589,6.318063
1590,-6.3297906
1591,11.8561125
1592,-2.0517488
1593,6.58026
1594,-4.351709
1595,7.135743
1596,-6.1137733
1597,8.589793
1598,6.2394
1599,7.171149
1600,-6.6680446
1601,10.308017
1602,12.360427
1603,-3.5062332
1604,-5.3269963
1605,-8.2828455
1606,-5.956569
1607,-3.6149204
1608,-5.472758
1609,-4.6649637
1610,-5.222841
1611,4.9653044
1612,8.194127
1613,-7.3554497
1614,-6.830217
1615,13.485415
1616,7.9964213
1617,6.571878
1618,-5.501877
1619,-6.0635505
1620,-4.891185
1621,-5.661796
1622,8.240581
1623,-4.3802214
1624,-5.5002313
1625,-6.1589313
1626,9.128535
1627,3.9938655
1628,7.3548064
1629,7.0501304
1630,5.1471
1631,-6.2389245
1632,-8.026264
1633,-4.9525642
1634,-7.17241
1635,-4.6635423
1636,-4.410151
1637,-3.831731
1638,-2.54231
1639,-4.874746
1640,-3.9890013
1641,-5.911422
1642,-6.33501
1643,-4.3500614
1644,-1.7408645
1645,6.8806753
1646,-6.4415326
1647,-6.0682397
1648,3.7057712
1649,6.6887703
1650,-4.3093505
1651,-3.864888
1652,-8.622351
1653,-5.917829
1654,-1.4542332
1655,-5.174429
1656,-3.901717
1657,23.265585
1658,-4.1003957
1659,-6.3865075
1660,5.538893
1661,7.4932857
1662,-4.704531
1663,-5.3475657
1664,-2.5985365
1665,-4.6257405
1666,-6.9862795
1667,-5.204617
1668,2.302944
1669,-5.392173
1670,15.657098
1671,8.363817
1672,-5.5949903
1673,5.340489
1674,7.1625824
1675,-6.8177457
1676,-2.523092
1677,-4.6138034
1678,10.3091345
1679,-3.7791977
1680,-2.1704917
1681,-7.264479
1682,9.600884
1683,6.0624676
1684,5.3303347
1685,-3.5968225
1686,-5.547958
1687,-6.768692
1688,-6.0123653
1689,6.2749405
1690,9.392841
1691,-4.4664
1692,-5.4943666
1693,4.852093
1694,-2.444994
1695,-6.952806
1696,9.274996
1697,8.253076
1698,-6.5207677
1699,-5.3449874
1700,-2.3946528
1701,5.7536798
1702,-6.258978
1703,-1.2358314
1704,4.2908807
1705,-4.5394883
1706,9.156035
1707,-6.223512
1708,-3.4441504
1709,6.201257
1710,4.181206
1711,-6.358831
1712,-3.085643
1713,-7.500735
1714,-6.5545073
1715,-5.5720787
1716,6.3706083
1717,6.247565
1718,-6.8882937
1719,6.999475
1720,-6.904185
1721,3.3752222
1722,7.7739263
1723,-5.846613
1724,-5.661279
1725,-6.053264
1726,-2.8307996
1727,3.9591718
1728,-7.5676503
1729,-5.2602553
1730,-5.332537
1731,-4.493917
1732,-5.981918
1733,-6.0956616
1734,-6.6262665
1735,8.880089
1736,-3.4066029
1737,-5.7487397
1738,-2.3726442
1739,-5.4338717
1740,-1.990205
1741,-6.881827
1742,-8.350935
1743,-5.700621
1744,-1.8941436
1745,-7.6338267
1746,7.9027715
1747,-5.161007
1748,-6.6533904
1749,7.0711875
1750,2.8703718
1751,5.47804
1752,-2.1946754
1753,-4.135129
1754,11.329453
1755,-4.8538976
1756,-6.1933293
1757,-4.961828
1758,-4.244247
1759,9.680287
1760,-4.7205625
1761,-6.1534085
1762,6.8173833
1763,-6.600824
1764,-3.2869391
1765,-7.7879705
1766,7.4076834
1767,-5.0010047
1768,-6.2846775
1769,-4.6813273
1770,12.336395
1771,-7.051232
1772,-4.6172023
1773,-4.3214984
1774,-5.928314
1775,-8.126188
1776,4.9259996
1777,-5.8120017
1778,6.6703944
1779,-4.121449
1780,3.8178992
1781,2.7777214
1782,-5.301738
1783,-6.911145
1784,-6.5062265
1785,-5.230512
1786,8.202401
1787,-6.3937707
1788,-8.065937
1789,4.0126505
1790,-7.289775
1791,7.8594403
1792,-5.6247444
1793,-3.0973067
1794,-4.1239514
1795,-4.7863207
1796,-5.496602
1797,-5.737447
1798,8.854237
1799,-5.6665773
1800,-3.4079032
1801,5.52688
1802,-7.6896453
1803,4.088166
1804,-5.01543
1805,6.912708
1806,-6.589893
1807,-4.235396
1808,15.233881
1809,-6.5834436
1810,-6.8576684
1811,8.308766
1812,8.325325
1813,-6.088897
1814,-6.6199284
1815,8.409892
1816,-4.767718
1817,-5.9945607
1818,6.06166
1819,-2.467358
1820,6.0186524
1821,-4.9629345
1822,-6.86764
1823,-3.2314997
1824,-6.3852553
1825,2.7665362
1826,-3.8334484
1827,4.3830204
1828,-4.472109
1829,6.204036
1830,-6.9356494
1831,-4.2942653
1832,-5.856771
1833,6.31679
1834,3.863192
1835,10.3301325
1836,-6.2729373
1837,5.057098
1838,-4.7612233
1839,-5.0733657
1840,6.2479777
1841,-6.027726
1842,-6.6118712
1843,-3.826042
1844,-4.517301
1845,6.426249
1846,8.696662
1847,-4.28169
1848,-7.269005
1849,3.768972
1850,-7.533477
1851,11.728869
1852,-6.5629525
1853,-5.206036
1854,-5.8666863
1855,-6.7373595
1856,-4.3503685
1857,10.1455
1858,9.652874
1859,-6.3307147
1860,-5.5448236
1861,6.885409
1862,-5.4390683
1863,6.397942
1864,-3.0963328
1865,8.163008
1866,-5.470607
1867,-5.171886
1868,-2.9415212
1869,-3.4324265
1870,-7.9635434
1871,5.2212896
1872,1.2840614
1873,-3.1245356
1874,-6.132991
1875,-4.3862643
1876,-6.761151
1877,5.3759017
1878,-2.0427198
1879,11.169969
1880,-3.224142
1881,-4.3903556
1882,8.122439
1883,-5.802489
1884,-7.194794
1885,-6.957018
1886,7.081639
1887,4.0712013
1888,5.7849174
1889,-4.1295576
1890,7.32142
1891,-5.850926
1892,-2.3639112
1893,-4.6980085
1894,7.060804
1895,-6.757322
1896,-5.9636407
1897,-1.9448032
1898,3.795649
1899,8.154736
1900,-6.6916423
1901,4.049152
1902,-6.0111127
1903,-2.9746985
1904,-5.027519
1905,-6.169596
1906,7.6923904
1907,-5.9942
1908,9.876243
1909,-5.8239126
1910,4.785661
1911,2.338554
1912,8.858082
1913,-5.968228
1914,-5.5367317
1915,-6.088735
1916,-4.2616067
1917,-6.5604835
1918,-2.4038177
1919,-8.046313
1920,-5.8211274
1921,-6.5979285
1922,-5.0117445
1923,-3.7547846
1924,-5.2454247
1925,3.7241116
1926,-6.7025185
1927,-5.8133416
1928,-3.5614676
1929,5.152058
1930,6.3817897
1931,-4.516673
1932,6.973495
1933,-6.0751996
1934,-6.0497913
1935,-5.94717
1936,-5.6309114
1937,-3.2973223
1938,-5.0465727
1939,-7.1786623
1940,-5.2025642
1941,-6.52367
1942,-6.227905
1943,-3.305964
1944,10.5338955
1945,8.417916
1946,-3.9623177
1947,-8.078953
1948,-4.190533
1949,-5.4704585
1950,10.797828
1951,-5.585576
1952,-5.5408835
1953,7.8464932
1954,-6.5614824
1955,5.7641654
1956,-5.660935
1957,-4.9225497
1958,-5.64495
1959,-5.7947435
1960,-6.3466086
1961,-5.5646005
1962,9.421657
1963,-5.1505404
1964,-3.7830625
1965,8.789278
1966,-6.5799484
1967,-6.1159153
1968,-7.005469
1969,-7.3609324
1970,-3.7961607
1971,-6.382129
1972,-4.553104
1973,-7.244261
1974,8.009135
1975,14.33561
1976,10.62011
1977,-4.778646
1978,6.0545897
1979,-3.8779495
1980,-6.3093143
1981,7.1536384
1982,5.076898
1983,7.7755075
1984,-4.941962
1985,-4.7068076
1986,-3.9489164
1987,-4.31438
1988,4.1007237
1989,-3.7778504
1990,-4.864495
1991,-6.986893
1992,2.982162
1993,-6.6533623
1994,-4.2026324
1995,2.9842048
1996,8.490756
1997,-8.052459
1998,9.425597
1999,-4.5731726
2000,-5.208862
2001,-4.627541
2002,-4.67298
2003,-5.206036
2004,-4.0401797
2005,-5.743994
2006,-5.5138106
2007,-7.6583
