id,score
1500,-2.0806878
1501,-2.4532034
1502,5.0283604
1503,-3.7778509
1504,-3.3530095
1505,-4.41753
1506,6.2073812
1507,-3.5795817
1508,-3.319434
1509,-1.7984395
1510,-4.237258
1511,-5.947879
1512,-3.4604008
1513,21.119493
1514,-1.5472717
1515,-3.6289072
1516,-3.8022003
1517,4.1393814
1518,4.527213
1519,-3.6286762
1520,-2.50961
1521,-4.8604536
1522,-3.579423
1523,-4.508874
1524,-3.7649515
1525,-4.753086
1526,4.6543875
1527,0.2839885
1528,4.8373938
1529,-3.0858846
1530,-2.6422946
1531,-3.232467
1532,-1.7908788
1533,-2.7349079
1534,2.6135345
1535,-5.0077333
1536,7.926159
1537,-4.7071056
1538,4.532192
1539,-1.8113589
1540,7.315056
1541,-5.196167
1542,2.6341698
1543,6.25117
1544,-1.9310069
1545,-2.4510477
1546,-3.910219
1547,-3.376292
1548,3.1132116
1549,-4.794098
1550,10.616889
1551,5.322467
1552,-3.1877089
1553,2.848625
1554,-4.6410465
1555,-4.295536
1556,11.094985
1557,-4.043034
1558,-2.7507162
1559,-3.4498193
1560,4.6693325
1561,-3.4374228
1562,-4.082428
1563,-1.6781435
1564,14.654233
1565,-4.715352
1566,-4.3449926
1567,-4.135607
1568,-4.604783
1569,-4.8424234
1570,-2.73761
1571,4.8128843
1572,-3.0710938
1573,-3.0329669
1574,1.6513544
1575,8.554769
1576,-3.422363
1577,-3.0197134
1578,-2.6453428
1579,-3.721489
1580,-1.5304439
1581,0.8361882
1582,-3.3977437
1583,-3.121122
1584,9.429525
1585,-3.3386252
1586,-3.2945712
1587,-4.3103313
1588,-3.8686664
1589,6.5875835
1590,-3.7249997
1591,10.145524
1592,-1.5974603
1593,5.208973
1594,-2.750253
1595,6.198781
1596,-4.817609
1597,14.542239
1598,4.292905
1599,5.6278963
1600,-4.219468
1601,26.272638
1602,12.597911
1603,-2.4500897
1604,-3.1386354
1605,-3.2676692
1606,-3.7837827
1607,-3.8263764
1608,-3.7531753
1609,-3.369343
1610,-2.5712507
1611,-0.15642211
1612,5.619747
1613,-2.5333498
1614,-3.5013025
1615,10.682805
1616,3.00458
1617,5.598386
1618,-4.4073
1619,-3.713488
1620,-1.1721103
1621,-6.7602167
1622,11.961557
1623,-4.6021576
1624,-4.5375786
1625,-2.600916
1626,11.464009
1627,2.081576
1628,3.0844655
1629,8.18526
1630,2.763127
1631,-4.2614384
1632,-3.8639581
1633,-3.5308325
1634,-5.0513115
1635,-3.1334789
1636,-3.4643395
1637,-1.8532323
1638,-1.9554722
1639,-5.9528427
1640,-3.0583732
1641,-3.0803413
1642,-3.186867
1643,-2.7699616
1644,-2.5697968
1645,4.9747906
1646,-5.516433
1647,-3.0255992
1648,-2.6355603
1649,-0.060094744
1650,-3.7255743
1651,-3.5485933
1652,-3.3546698
1653,-3.2509358
1654,-2.0342216
1655,-3.3017032
1656,-1.3369378
1657,22.491053
1658,-1.5444403
1659,-4.287591
1660,9.031758
1661,4.456294
1662,-1.5388876
1663,-2.7914195
1664,-0.88344324
1665,-3.153818
1666,-5.5829954
1667,-3.6811016
1668,1.5869122
1669,-4.6909533
1670,7.779418
1671,5.2412224
1672,-3.966755
1673,5.9013424
1674,-0.37920415
1675,-3.0558705
1676,-0.71333224
1677,-3.5275733
1678,14.75175
1679,-2.6082132
1680,-1.1190814
1681,-3.9096472
1682,4.8993006
1683,2.9785416
1684,6.1188536
1685,-3.7120538
1686,-3.193282
1687,-2.862337
1688,-2.7444603
1689,4.791054
1690,12.400455
1691,-3.9705935
1692,-3.9824903
1693,4.9442434
1694,-2.8952026
1695,-2.1390553
1696,7.776044
1697,10.409469
1698,-4.265333
1699,-3.0462968
1700,-2.7457583
1701,2.7343671
1702,-5.68464
1703,-1.9330618
1704,-0.28728747
1705,-2.2120533
1706,5.905305
1707,-3.751296
1708,-1.6425468
1709,20.035112
1710,-0.29822952
1711,-2.2274916
1712,-2.9142973
1713,-1.8687477
1714,-2.0092137
1715,-3.8726132
1716,7.4554863
1717,6.547843
1718,-3.4078035
1719,6.2249374
1720,-3.5359447
1721,2.4541478
1722,4.239977
1723,-3.0591118
1724,-4.677603
1725,-3.3523903
1726,-3.1532996
1727,3.0802648
1728,-4.1105604
1729,-3.0132709
1730,-2.4938507
1731,-3.9003484
1732,-3.4010472
1733,-3.293133
1734,-3.4979162
