id,score
1500,-3.9202137
1501,-2.366336
1502,8.751446
1503,-2.3734121
1504,-3.6674416
1505,-2.5687263
1506,10.035017
1507,-5.1707234
1508,-4.586102
1509,-4.3491564
1510,-5.417172
1511,-4.4404545
1512,-3.7165756
1513,17.447897
1514,-4.5633287
1515,-3.184185
1516,-0.80440557
1517,8.961157
1518,5.4205427
1519,-4.1479483
1520,-2.056591
1521,-5.202707
1522,-1.2546902
1523,-1.6991341
1524,-2.9422965
1525,-0.8682848
1526,8.251095
1527,0.22212686
1528,7.045883
1529,-3.6840856
1530,-2.4606776
1531,-3.662801
1532,-2.3763099
1533,-2.278644
1534,1.8464925
1535,-5.9348626
1536,10.576538
1537,-3.816405
1538,10.517619
1539,-3.1210375
1540,11.705992
1541,-6.8149786
1542,6.489427
1543,7.803381
1544,-4.2301455
1545,-2.6269739
1546,-3.3205297
1547,-2.8062336
1548,5.4938
1549,-4.9584365
1550,7.8961835
1551,13.4638
1552,-2.7089617
1553,10.211387
1554,-2.1631765
1555,-3.603307
1556,10.450526
1557,-3.214207
1558,-3.5015674
1559,-1.6291472
1560,4.89291
1561,-3.6988823
1562,-5.985889
1563,-1.7887065
1564,8.200595
1565,-6.266611
1566,-3.1269486
1567,-3.701224
1568,-4.9066205
1569,-4.327317
1570,-4.43294
1571,12.038008
1572,-3.8210804
1573,-3.443076
1574,2.410173
1575,15.992847
1576,-4.272087
1577,-4.2771897
1578,-3.0339208
1579,-2.6361241
1580,-4.196365
1581,-1.4337213
1582,-2.8938186
1583,-4.4091973
1584,14.371184
1585,-4.166975
1586,-3.5402691
1587,-4.6876774
1588,-4.7239738
1589,13.871374
1590,-4.732508
1591,7.1327024
1592,-0.3770371
1593,9.144478
1594,-1.659165
1595,11.142996
1596,-5.130318
1597,3.454966
1598,6.2213783
1599,3.6335518
1600,-3.7541175
1601,14.7076645
1602,8.640011
1603,-2.9725018
1604,-3.241044
1605,-3.7208762
1606,-2.5523634
1607,-3.4062753
1608,-3.4296215
1609,-1.7278225
1610,-2.4465837
1611,2.711015
1612,10.475386
1613,-5.274226
1614,-4.011288
1615,11.276486
1616,8.58296
1617,6.278273
1618,-5.187193
1619,-1.7068013
1620,-2.0084398
